Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
teammates,Common,src/main/java/teammates/ui/output/UsageStatisticsData.java,UI,UI,59.29,UI,59.29,UI,59.29,UI,59.29,UI,59.29,None,59.29,None,59.29,None,59.29,None,59.29
teammates,Common,src/main/java/teammates/ui/webapi/GetAccountAction.java,UI,Logic,67.92,Logic,67.92,Logic,67.92,Logic,67.92,Logic,67.92,Logic,67.92,None,67.92,None,67.92,None,67.92
teammates,Common,src/main/java/teammates/ui/webapi/GetCourseAction.java,UI,Logic,72.44,Logic,72.44,Logic,72.44,Logic,72.44,Logic,72.44,Logic,72.44,Logic,72.44,None,72.44,None,72.44
teammates,Common,src/main/java/teammates/common/datatransfer/questions/FeedbackMsqResponseDetails.java,None,None,2.38,None,2.38,None,2.38,None,2.38,None,2.38,None,2.38,None,2.38,None,2.38,None,2.38
teammates,Common,src/main/java/teammates/ui/webapi/GetNotificationAction.java,UI,Logic,68.05,Logic,68.05,Logic,68.05,Logic,68.05,Logic,68.05,Logic,68.05,None,68.05,None,68.05,None,68.05
teammates,Common,src/main/java/teammates/ui/webapi/UpdateCourseAction.java,UI,Logic,75.90,Logic,75.90,Logic,75.90,Logic,75.90,Logic,75.90,Logic,75.90,Logic,75.90,None,75.90,None,75.90
teammates,Common,src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsPageE2ETest.java,E2E,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82,E2E,99.82
teammates,Common,src/main/java/teammates/logic/external/RecaptchaService.java,Logic,Logic,74.26,Logic,74.26,Logic,74.26,Logic,74.26,Logic,74.26,Logic,74.26,Logic,74.26,None,74.26,None,74.26
teammates,Common,src/main/java/teammates/storage/search/SearchDocument.java,Storage,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01,Storage,113.01
teammates,Common,src/main/java/teammates/logic/api/EmailSender.java,Logic,Logic,82.55,Logic,82.55,Logic,82.55,Logic,82.55,Logic,82.55,Logic,82.55,Logic,82.55,Logic,82.55,None,82.55
teammates,Common,src/e2e/java/teammates/e2e/cases/axe/StudentCourseDetailsPageAxeTest.java,E2E,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38
teammates,Common,src/client/java/teammates/client/scripts/DataMigrationForInstructorNullIsArchivedField.java,Client,Client,127.98,Client,127.98,Client,127.98,Client,127.98,Client,127.98,Client,127.98,Client,127.98,Client,127.98,Client,127.98
teammates,Common,src/main/java/teammates/ui/webapi/DeleteAccountRequestAction.java,UI,Logic,72.47,Logic,72.47,Logic,72.47,Logic,72.47,Logic,72.47,Logic,72.47,Logic,72.47,None,72.47,None,72.47
teammates,Common,src/main/java/teammates/ui/request/InstructorPrivilegeUpdateRequest.java,UI,UI,61.88,UI,61.88,UI,61.88,UI,61.88,UI,61.88,UI,61.88,None,61.88,None,61.88,None,61.88
teammates,Common,src/client/java/teammates/client/scripts/package-info.java,Client,Client,130.33,Client,130.33,Client,130.33,Client,130.33,Client,130.33,Client,130.33,Client,130.33,Client,130.33,Client,130.33
teammates,Common,src/main/java/teammates/storage/entity/AccountRequest.java,Storage,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44,Storage,105.44
teammates,Common,src/e2e/java/teammates/e2e/cases/AdminSearchPageE2ETest.java,E2E,E2E,84.76,E2E,84.76,E2E,84.76,E2E,84.76,E2E,84.76,E2E,84.76,E2E,84.76,E2E,84.76,None,84.76
teammates,Common,src/main/java/teammates/ui/webapi/UpdateInstructorPrivilegeAction.java,UI,Logic,84.37,Logic,84.37,Logic,84.37,Logic,84.37,Logic,84.37,Logic,84.37,Logic,84.37,Logic,84.37,None,84.37
teammates,Common,src/main/java/teammates/ui/webapi/ActionResult.java,UI,UI,60.57,UI,60.57,UI,60.57,UI,60.57,UI,60.57,UI,60.57,None,60.57,None,60.57,None,60.57
teammates,Common,src/main/java/teammates/ui/webapi/EnrollStudentsAction.java,UI,Logic,77.08,Logic,77.08,Logic,77.08,Logic,77.08,Logic,77.08,Logic,77.08,Logic,77.08,None,77.08,None,77.08
teammates,Common,src/main/java/teammates/common/datatransfer/logs/package-info.java,None,Logic,19.63,None,19.63,None,19.63,None,19.63,None,19.63,None,19.63,None,19.63,None,19.63,None,19.63
teammates,Common,src/client/java/teammates/client/scripts/GenerateUsageStatisticsObjects.java,Client,Client,125.33,Client,125.33,Client,125.33,Client,125.33,Client,125.33,Client,125.33,Client,125.33,Client,125.33,Client,125.33
teammates,Common,src/main/java/teammates/ui/webapi/GetStudentsAction.java,UI,Logic,76.22,Logic,76.22,Logic,76.22,Logic,76.22,Logic,76.22,Logic,76.22,Logic,76.22,None,76.22,None,76.22
teammates,Common,src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java,Logic,Logic,86.18,Logic,86.18,Logic,86.18,Logic,86.18,Logic,86.18,Logic,86.18,Logic,86.18,Logic,86.18,None,86.18
teammates,Common,src/e2e/java/teammates/e2e/cases/axe/InstructorNotificationsPageAxeTest.java,E2E,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74,E2E,117.74
teammates,Common,src/e2e/java/teammates/e2e/cases/AutomatedSessionRemindersE2ETest.java,E2E,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41,E2E,96.41
teammates,Common,src/main/java/teammates/ui/webapi/GetNotificationsAction.java,UI,Logic,75.54,Logic,75.54,Logic,75.54,Logic,75.54,Logic,75.54,Logic,75.54,Logic,75.54,None,75.54,None,75.54
teammates,Common,src/main/java/teammates/ui/webapi/FeedbackSessionUnpublishedEmailWorkerAction.java,UI,Logic,83.02,Logic,83.02,Logic,83.02,Logic,83.02,Logic,83.02,Logic,83.02,Logic,83.02,Logic,83.02,None,83.02
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/InstructorFeedbackResultsPage.java,E2E,E2E,77.73,E2E,77.73,E2E,77.73,E2E,77.73,E2E,77.73,E2E,77.73,E2E,77.73,None,77.73,None,77.73
teammates,Common,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentActivityLogsPageAxeTest.java,E2E,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38,E2E,120.38
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/AdminAccountsPage.java,E2E,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85,E2E,91.85
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/AdminSearchPage.java,E2E,E2E,80.65,E2E,80.65,E2E,80.65,E2E,80.65,E2E,80.65,E2E,80.65,E2E,80.65,E2E,80.65,None,80.65
teammates,Common,src/main/java/teammates/common/datatransfer/package-info.java,None,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00
teammates,Common,src/main/java/teammates/ui/request/AccountCreateRequest.java,UI,UI,60.02,UI,60.02,UI,60.02,UI,60.02,UI,60.02,UI,60.02,None,60.02,None,60.02,None,60.02
teammates,Common,src/main/java/teammates/ui/webapi/CreateFeedbackQuestionAction.java,UI,Logic,69.59,Logic,69.59,Logic,69.59,Logic,69.59,Logic,69.59,Logic,69.59,None,69.59,None,69.59,None,69.59
teammates,Common,src/main/java/teammates/logic/external/EmailSenderService.java,Logic,Logic,73.92,Logic,73.92,Logic,73.92,Logic,73.92,Logic,73.92,Logic,73.92,Logic,73.92,None,73.92,None,73.92
teammates,Common,src/e2e/java/teammates/e2e/util/RetryManager.java,E2E,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18,E2E,92.18
teammates,Common,src/e2e/java/teammates/e2e/cases/InstructorStudentActivityLogsPageE2ETest.java,E2E,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15,E2E,97.15
teammates,Common,src/client/java/teammates/client/scripts/GoogleIdMigrationBaseScript.java,Client,Client,123.21,Client,123.21,Client,123.21,Client,123.21,Client,123.21,Client,123.21,Client,123.21,Client,123.21,Client,123.21
teammates,Common,src/main/java/teammates/ui/request/FeedbackResponseCommentUpdateRequest.java,UI,UI,62.06,UI,62.06,UI,62.06,UI,62.06,UI,62.06,UI,62.06,None,62.06,None,62.06,None,62.06
teammates,Common,src/main/java/teammates/common/datatransfer/questions/FeedbackConstantSumDistributePointsType.java,None,None,2.26,None,2.26,None,2.26,None,2.26,None,2.26,None,2.26,None,2.26,None,2.26,None,2.26
teammates,Common,src/main/java/teammates/ui/constants/ResourceEndpoints.java,UI,UI,56.41,UI,56.41,UI,56.41,UI,56.41,UI,56.41,None,56.41,None,56.41,None,56.41,None,56.41
teammates,Common,src/e2e/java/teammates/e2e/cases/FeedbackSubmitPageE2ETest.java,E2E,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18,E2E,94.18
teammates,Common,src/main/java/teammates/ui/webapi/GetTimeZonesAction.java,UI,UI,60.94,UI,60.94,UI,60.94,UI,60.94,UI,60.94,UI,60.94,None,60.94,None,60.94,None,60.94
teammates,Common,src/main/java/teammates/ui/webapi/SendJoinReminderEmailAction.java,UI,Logic,74.76,Logic,74.76,Logic,74.76,Logic,74.76,Logic,74.76,Logic,74.76,Logic,74.76,None,74.76,None,74.76
teammates,Common,src/main/java/teammates/common/datatransfer/QueryLogsResults.java,None,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00
teammates,Common,src/main/java/teammates/logic/external/EmptyAuthService.java,Logic,Logic,74.12,Logic,74.12,Logic,74.12,Logic,74.12,Logic,74.12,Logic,74.12,Logic,74.12,None,74.12,None,74.12
teammates,Common,src/main/java/teammates/ui/webapi/DeleteFeedbackResponseCommentAction.java,UI,Logic,78.59,Logic,78.59,Logic,78.59,Logic,78.59,Logic,78.59,Logic,78.59,Logic,78.59,None,78.59,None,78.59
teammates,Common,src/main/java/teammates/ui/webapi/GetUserCookieAction.java,UI,UI,79.05,UI,79.05,UI,79.05,UI,79.05,UI,79.05,UI,79.05,UI,79.05,None,79.05,None,79.05
teammates,Common,src/main/java/teammates/ui/webapi/GetFeedbackSessionAction.java,UI,Logic,62.93,Logic,62.93,Logic,62.93,Logic,62.93,Logic,62.93,Logic,62.93,None,62.93,None,62.93,None,62.93
teammates,Common,src/main/java/teammates/ui/request/FeedbackResponseCommentCreateRequest.java,UI,UI,62.06,UI,62.06,UI,62.06,UI,62.06,UI,62.06,UI,62.06,None,62.06,None,62.06,None,62.06
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/AdminSessionsPage.java,E2E,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25,E2E,102.25
teammates,Common,src/main/java/teammates/common/datatransfer/FeedbackSessionLogEntry.java,None,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00,None,2.00
teammates,Common,src/client/java/teammates/client/scripts/DataMigrationForContributionQuestionDetailsIsZeroSum.java,Client,Client,126.76,Client,126.76,Client,126.76,Client,126.76,Client,126.76,Client,126.76,Client,126.76,Client,126.76,Client,126.76
teammates,Common,src/main/java/teammates/ui/output/FeedbackSessionLogData.java,UI,UI,60.80,UI,60.80,UI,60.80,UI,60.80,UI,60.80,UI,60.80,None,60.80,None,60.80,None,60.80
teammates,Common,src/client/java/teammates/client/scripts/statistics/StatisticsBundle.java,Client,Client,125.66,Client,125.66,Client,125.66,Client,125.66,Client,125.66,Client,125.66,Client,125.66,Client,125.66,Client,125.66
teammates,Common,src/main/java/teammates/ui/output/JoinLinkData.java,UI,UI,60.67,UI,60.67,UI,60.67,UI,60.67,UI,60.67,UI,60.67,None,60.67,None,60.67,None,60.67
teammates,Common,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInInstructorAttributes.java,Client,Client,126.66,Client,126.66,Client,126.66,Client,126.66,Client,126.66,Client,126.66,Client,126.66,Client,126.66,Client,126.66
teammates,Common,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseDetailsPageAxeTest.java,E2E,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10,E2E,118.10
teammates,Common,src/main/java/teammates/storage/search/StudentSearchDocument.java,Storage,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94,Storage,108.94
teammates,Common,src/main/java/teammates/ui/constants/QuestionTypeStructures.java,UI,UI,58.59,UI,58.59,UI,58.59,UI,58.59,UI,58.59,None,58.59,None,58.59,None,58.59,None,58.59
teammates,Common,src/main/java/teammates/ui/servlets/DevServerLoginServlet.java,UI,UI,76.19,UI,76.19,UI,76.19,UI,76.19,UI,76.19,UI,76.19,UI,76.19,None,76.19,None,76.19
teammates,Common,src/main/java/teammates/ui/webapi/SubmitFeedbackResponsesAction.java,UI,Logic,86.21,Logic,86.21,Logic,86.21,Logic,86.21,Logic,86.21,Logic,86.21,Logic,86.21,Logic,86.21,None,86.21
teammates,Common,src/client/java/teammates/client/scripts/statistics/FileStore.java,Client,Client,118.89,Client,118.89,Client,118.89,Client,118.89,Client,118.89,Client,118.89,Client,118.89,Client,118.89,Client,118.89
teammates,Common,src/main/java/teammates/ui/webapi/GetSessionResponseStatsAction.java,UI,Logic,73.95,Logic,73.95,Logic,73.95,Logic,73.95,Logic,73.95,Logic,73.95,Logic,73.95,None,73.95,None,73.95
teammates,Common,src/e2e/java/teammates/e2e/cases/SystemErrorEmailReportE2ETest.java,E2E,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88,E2E,104.88
teammates,Common,src/main/java/teammates/logic/external/LocalLoggingService.java,Logic,Logic,75.50,Logic,75.50,Logic,75.50,Logic,75.50,Logic,75.50,Logic,75.50,Logic,75.50,None,75.50,None,75.50
teammates,Common,src/main/java/teammates/ui/webapi/GetDeadlineExtensionAction.java,UI,Logic,68.01,Logic,68.01,Logic,68.01,Logic,68.01,Logic,68.01,Logic,68.01,None,68.01,None,68.01,None,68.01
teammates,Common,src/main/java/teammates/logic/external/package-info.java,Logic,Logic,74.36,Logic,74.36,Logic,74.36,Logic,74.36,Logic,74.36,Logic,74.36,Logic,74.36,None,74.36,None,74.36
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/ErrorReportingModal.java,E2E,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55,E2E,115.55
teammates,Common,src/main/java/teammates/ui/output/FeedbackSessionLogEntryData.java,UI,UI,59.85,UI,59.85,UI,59.85,UI,59.85,UI,59.85,None,59.85,None,59.85,None,59.85,None,59.85
teammates,Common,src/main/java/teammates/ui/output/TimeZonesData.java,UI,UI,60.37,UI,60.37,UI,60.37,UI,60.37,UI,60.37,UI,60.37,None,60.37,None,60.37,None,60.37
teammates,Common,src/main/java/teammates/storage/entity/CourseStudent.java,Storage,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66,Storage,101.66
teammates,Common,src/main/java/teammates/logic/external/LogService.java,Logic,Logic,73.54,Logic,73.54,Logic,73.54,Logic,73.54,Logic,73.54,Logic,73.54,Logic,73.54,None,73.54,None,73.54
teammates,Common,src/main/java/teammates/ui/webapi/DeleteFeedbackSessionAction.java,UI,Logic,74.34,Logic,74.34,Logic,74.34,Logic,74.34,Logic,74.34,Logic,74.34,Logic,74.34,None,74.34,None,74.34
teammates,Common,src/main/java/teammates/storage/entity/DeadlineExtension.java,Storage,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13,Storage,104.13
teammates,Common,src/main/java/teammates/ui/output/FeedbackVisibilityType.java,UI,UI,60.74,UI,60.74,UI,60.74,UI,60.74,UI,60.74,UI,60.74,None,60.74,None,60.74,None,60.74
teammates,Common,src/main/java/teammates/storage/api/AccountsDb.java,Storage,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18,Storage,105.18
teammates,Common,src/main/java/teammates/storage/api/UsageStatisticsDb.java,Storage,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25,Storage,114.25
teammates,Common,src/main/java/teammates/ui/output/JoinStatus.java,UI,UI,60.67,UI,60.67,UI,60.67,UI,60.67,UI,60.67,UI,60.67,None,60.67,None,60.67,None,60.67
teammates,Common,src/main/java/teammates/common/datatransfer/FeedbackParticipantType.java,None,None,3.71,None,3.71,None,3.71,None,3.71,None,3.71,None,3.71,None,3.71,None,3.71,None,3.71
teammates,Common,src/main/java/teammates/ui/output/InstructorPrivilegeData.java,UI,UI,60.60,UI,60.60,UI,60.60,UI,60.60,UI,60.60,UI,60.60,None,60.60,None,60.60,None,60.60
teammates,Common,src/main/java/teammates/ui/request/NotificationCreateRequest.java,UI,UI,62.45,UI,62.45,UI,62.45,UI,62.45,UI,62.45,UI,62.45,None,62.45,None,62.45,None,62.45
teammates,Common,src/e2e/java/teammates/e2e/cases/StudentHomePageE2ETest.java,E2E,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40,E2E,115.40
teammates,Common,src/client/java/teammates/client/scripts/DataMigrationForTeamNameInResponseGiver.java,Client,Client,121.10,Client,121.10,Client,121.10,Client,121.10,Client,121.10,Client,121.10,Client,121.10,Client,121.10,Client,121.10
teammates,Common,src/client/java/teammates/client/util/ClientProperties.java,Client,Client,132.94,Client,132.94,Client,132.94,Client,132.94,Client,132.94,Client,132.94,Client,132.94,Client,132.94,Client,132.94
teammates,Common,src/main/java/teammates/common/datatransfer/SessionResultsBundle.java,None,None,3.81,None,3.81,None,3.81,None,3.81,None,3.81,None,3.81,None,3.81,None,3.81,None,3.81
teammates,Common,src/main/java/teammates/ui/webapi/BasicFeedbackSubmissionAction.java,UI,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31,Logic,91.31
teammates,Common,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java,E2E,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06,E2E,98.06
teammates,Common,src/main/java/teammates/common/datatransfer/FeedbackResultFetchType.java,None,None,3.29,None,3.29,None,3.29,None,3.29,None,3.29,None,3.29,None,3.29,None,3.29,None,3.29
teammates,Common,src/e2e/java/teammates/e2e/cases/axe/AdminHomePageAxeTest.java,E2E,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81,E2E,118.81
teammates,Common,src/main/java/teammates/ui/webapi/GetHasResponsesAction.java,UI,Logic,78.30,Logic,78.30,Logic,78.30,Logic,78.30,Logic,78.30,Logic,78.30,Logic,78.30,None,78.30,None,78.30
teammates,Common,src/main/java/teammates/storage/entity/Account.java,Storage,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85,Storage,107.85
teammates,Common,src/client/java/teammates/client/scripts/PopulateCourseSearchDocuments.java,Client,Client,115.39,Client,115.39,Client,115.39,Client,115.39,Client,115.39,Client,115.39,Client,115.39,Client,115.39,Client,115.39
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/package-info.java,E2E,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36,E2E,95.36
teammates,Common,src/main/java/teammates/common/datatransfer/CourseRoster.java,None,None,3.78,None,3.78,None,3.78,None,3.78,None,3.78,None,3.78,None,3.78,None,3.78,None,3.78
teammates,Common,src/main/java/teammates/ui/output/FeedbackSessionPublishStatus.java,UI,UI,60.84,UI,60.84,UI,60.84,UI,60.84,UI,60.84,UI,60.84,None,60.84,None,60.84,None,60.84
teammates,Common,src/main/java/teammates/ui/webapi/DeleteCourseAction.java,UI,Logic,77.33,Logic,77.33,Logic,77.33,Logic,77.33,Logic,77.33,Logic,77.33,Logic,77.33,None,77.33,None,77.33
teammates,Common,src/e2e/java/teammates/e2e/pageobjects/FeedbackSubmitPage.java,E2E,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87,E2E,91.87
teammates,Common,src/main/java/teammates/ui/request/StudentsEnrollRequest.java,UI,UI,59.69,UI,59.69,UI,59.69,UI,59.69,UI,59.69,None,59.69,None,59.69,None,59.69,None,59.69
teammates,Common,src/main/java/teammates/common/datatransfer/attributes/AccountRequestAttributes.java,None,None,3.66,None,3.66,None,3.66,None,3.66,None,3.66,None,3.66,None,3.66,None,3.66,None,3.66
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCourseEditPageE2ETest.java,None,None,5.41,None,5.41,None,5.41,None,5.41,None,5.41,None,5.41,None,5.41,None,5.41,None,5.41
teammates,E2E,src/main/java/teammates/ui/webapi/FeedbackSessionOpeningSoonRemindersAction.java,UI,Logic,82.32,Logic,82.32,Logic,82.32,Logic,82.32,Logic,82.32,Logic,82.32,Logic,82.32,Logic,82.32,None,82.32
teammates,E2E,src/e2e/java/teammates/e2e/util/TestPropertiesTest.java,None,None,1.13,None,1.13,None,1.13,None,1.13,None,1.13,None,1.13,None,1.13,None,1.13,None,1.13
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/StudentNotificationsPage.java,None,None,2.52,None,2.52,None,2.52,None,2.52,None,2.52,None,2.52,None,2.52,None,2.52,None,2.52
teammates,E2E,src/main/java/teammates/ui/output/FeedbackResponsesData.java,UI,UI,60.01,UI,60.01,UI,60.01,UI,60.01,UI,60.01,UI,60.01,None,60.01,None,60.01,None,60.01
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/AccountAttributes.java,Common,Common,78.75,Common,78.75,Common,78.75,Common,78.75,Common,78.75,Common,78.75,Common,78.75,None,78.75,None,78.75
teammates,E2E,src/main/java/teammates/ui/webapi/UnpublishFeedbackSessionAction.java,UI,Logic,79.61,Logic,79.61,Logic,79.61,Logic,79.61,Logic,79.61,Logic,79.61,Logic,79.61,None,79.61,None,79.61
teammates,E2E,src/main/java/teammates/common/datatransfer/InstructorPermissionSet.java,Common,Common,74.55,Common,74.55,Common,74.55,Common,74.55,Common,74.55,Common,74.55,Common,74.55,None,74.55,None,74.55
teammates,E2E,src/main/java/teammates/ui/servlets/OAuth2CallbackServlet.java,UI,UI,77.47,UI,77.47,UI,77.47,UI,77.47,UI,77.47,UI,77.47,UI,77.47,None,77.47,None,77.47
teammates,E2E,src/main/java/teammates/ui/webapi/EntityNotFoundException.java,UI,UI,60.57,UI,60.57,UI,60.57,UI,60.57,UI,60.57,UI,60.57,None,60.57,None,60.57,None,60.57
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/InstanceLogDetails.java,Common,Common,86.86,Common,86.86,Common,86.86,Common,86.86,Common,86.86,Common,86.86,Common,86.86,Common,86.86,None,86.86
teammates,E2E,src/main/java/teammates/ui/webapi/SearchInstructorsAction.java,UI,Logic,71.86,Logic,71.86,Logic,71.86,Logic,71.86,Logic,71.86,Logic,71.86,Logic,71.86,None,71.86,None,71.86
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorHomePageE2ETest.java,None,UI,14.45,None,14.45,None,14.45,None,14.45,None,14.45,None,14.45,None,14.45,None,14.45,None,14.45
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/DefaultLogDetails.java,Common,Common,87.58,Common,87.58,Common,87.58,Common,87.58,Common,87.58,Common,87.58,Common,87.58,Common,87.58,None,87.58
teammates,E2E,src/main/java/teammates/storage/search/AccountRequestSearchDocument.java,Storage,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68,Storage,109.68
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackQuestionType.java,Common,Common,84.99,Common,84.99,Common,84.99,Common,84.99,Common,84.99,Common,84.99,Common,84.99,Common,84.99,None,84.99
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackConstSumRecipientQuestionE2ETest.java,None,None,1.46,None,1.46,None,1.46,None,1.46,None,1.46,None,1.46,None,1.46,None,1.46,None,1.46
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackTextQuestionDetails.java,Common,Common,83.82,Common,83.82,Common,83.82,Common,83.82,Common,83.82,Common,83.82,Common,83.82,Common,83.82,None,83.82
teammates,E2E,src/main/java/teammates/logic/external/AuthService.java,Logic,Logic,74.21,Logic,74.21,Logic,74.21,Logic,74.21,Logic,74.21,Logic,74.21,Logic,74.21,None,74.21,None,74.21
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackRubricQuestionE2ETest.java,None,None,1.69,None,1.69,None,1.69,None,1.69,None,1.69,None,1.69,None,1.69,None,1.69,None,1.69
teammates,E2E,src/main/java/teammates/common/util/EmailType.java,Common,Common,76.65,Common,76.65,Common,76.65,Common,76.65,Common,76.65,Common,76.65,Common,76.65,None,76.65,None,76.65
teammates,E2E,src/main/java/teammates/storage/api/FeedbackQuestionsDb.java,Storage,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29,Storage,92.29
teammates,E2E,src/main/java/teammates/ui/request/FeedbackSessionCreateRequest.java,UI,UI,60.52,UI,60.52,UI,60.52,UI,60.52,UI,60.52,UI,60.52,None,60.52,None,60.52,None,60.52
teammates,E2E,src/main/java/teammates/logic/core/FeedbackSessionsLogic.java,Logic,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20,Logic,116.20
teammates,E2E,src/main/java/teammates/logic/external/LocalTaskQueueService.java,Logic,Logic,82.45,Logic,82.45,Logic,82.45,Logic,82.45,Logic,82.45,Logic,82.45,Logic,82.45,Logic,82.45,None,82.45
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,Client,Client,120.80,Client,120.80,Client,120.80,Client,120.80,Client,120.80,Client,120.80,Client,120.80,Client,120.80,Client,120.80
teammates,E2E,src/main/java/teammates/ui/webapi/CalculateUsageStatisticsAction.java,UI,Logic,82.08,Logic,82.08,Logic,82.08,Logic,82.08,Logic,82.08,Logic,82.08,Logic,82.08,Logic,82.08,None,82.08
teammates,E2E,src/main/java/teammates/ui/webapi/GateKeeper.java,UI,UI,56.55,UI,56.55,UI,56.55,UI,56.55,UI,56.55,None,56.55,None,56.55,None,56.55,None,56.55
